E_1,E_2,E_3,E_4,MEDFREQ_1,MEDFREQ_2,MEDFREQ_3,MEDFREQ_4,MEANFREQ_1,MEANFREQ_2,MEANFREQ_3,MEANFREQ_4,MODALFREQ_1,MODALFREQ_2,MODALFREQ_3,MODALFREQ_4
2954664.99077793,2500498.06912341,92828.4325270052,7014.31007712401,6.35668230707155,15.6737651027148,27.0974439751678,34.5054317681212,6.5370038642595,15.9437070007566,30.2119777669213,35.77639942319,3.41751968503937,7.51854330708661,12.9865748031496,17.0875984251969
666956.894696777,44580.1950363569,5395.76171611589,250.451900551588,0.986726153357925,12.3431681091246,22.2198852798112,35.8024533177208,2.24744737831733,14.1493606769511,22.4220864007149,35.5704431208081,0,5.46803149606299,10.936062992126,17.7711023622047
1415566.38032014,470288.260693517,55616.2910726679,1817.74422060605,5.28046340551781,14.4699884544552,20.9336003054551,35.215878288053,4.55400933202798,14.9761687119358,20.7932854827474,35.2182594309701,2.7340157480315,6.83503937007874,10.2525590551181,17.7711023622047
8035153.6560863,3178001.46331253,187739.175429935,4912.25589571975,3.97338368515831,16.0457551818248,23.0149814650124,35.260748662012,4.15186431250673,15.9646640364254,22.0155695266399,34.0856406342314,2.05051181102362,8.20204724409449,11.6195669291339,18.4546062992126
4961590.66872466,3570545.67726588,429687.957722502,12698.9895673905,2.20799650498081,15.2811183003973,22.1035474658506,35.2565166490281,2.77397218287332,15.4880481769294,22.1172192803924,35.183078358675,0.683503937007874,7.51854330708661,11.6195669291339,17.7711023622047
2585005.90850781,394221.602788708,14303.5636473106,2578.00511140866,2.81226016772503,12.0589068214271,22.8962202625725,33.7014511357739,4.05631763214389,12.3698418101923,24.369717481072,33.8237711940429,1.36700787401575,6.15153543307087,10.936062992126,17.0875984251969
4358490.52991681,3876389.9744102,28747.2790441007,1067.13852824311,4.14932916252748,13.774454388904,22.2601458179989,35.2068705230636,4.57053881652359,14.1178047837011,26.9536347494289,33.5927453241387,2.05051181102362,6.83503937007874,10.936062992126,18.4546062992126
3864838.12077946,6562449.69005116,156845.533389107,34865.9638153603,2.08594063881933,15.1808123153313,23.3138411541371,33.9356934980632,2.56924090261572,15.2302301284436,23.8229223322905,34.9890952153927,0.683503937007874,7.51854330708661,12.3030708661417,16.404094488189
3308352.53973902,4407539.71831995,353765.980307341,18742.4780807018,7.44972056946845,14.3728433763,26.2344974484376,34.7674948724782,7.53906752453698,14.4324328040647,28.4610984928381,36.2669127284968,4.10102362204724,7.51854330708661,12.3030708661417,16.404094488189
3241458.59447278,4993268.19550037,77511.5032590535,1353.02488168912,5.21350547442477,15.2441516258702,21.2566224145622,31.5671987735543,5.83143831841148,14.7892783582342,21.4459647022952,32.4017682268861,2.05051181102362,8.20204724409449,12.9865748031496,15.7205905511811
2518945.16939011,4193923.40165312,325387.196666647,66723.4917263461,5.6181711184003,15.4165114008768,23.5899105846013,34.3312733863432,5.90504307527635,15.3652506048512,23.5230382462028,35.2204714305056,2.7340157480315,7.51854330708661,12.3030708661417,17.0875984251969
7278344.18976977,4019276.34377811,57003.8230314278,1130.81219309479,4.06454144799992,14.2715363666259,24.455663633452,34.2506988510126,4.5093097521749,14.0850419913943,24.9422718044229,34.6345432375767,2.05051181102362,6.83503937007874,11.6195669291339,17.0875984251969
2432946.19718168,1758474.30864259,47245.1166159256,4915.2225097692,4.66311768351013,13.312450990956,22.2542101943126,35.9327842372873,5.70509356843141,14.1007983653296,22.8683566264401,35.9668807316336,2.05051181102362,6.83503937007874,10.936062992126,17.7711023622047
3938982.5140492,1919520.24263855,89512.3726712142,3243.07597053247,4.72740185199603,15.3646425589376,22.5977415423112,31.7751347568556,5.29415993589208,17.0496944087425,22.571420722453,32.1806140947029,2.05051181102362,7.51854330708661,11.6195669291339,15.7205905511811
3686893.50165465,4358713.37158723,131492.052649878,7045.8803668923,4.39703910327009,15.3095944772692,24.7843686359884,32.3391482920609,4.93895582154731,15.8190759255362,25.6039479478101,30.7545640256346,2.05051181102362,7.51854330708661,10.936062992126,17.0875984251969
5258982.49717404,2668781.22811606,66948.3563060774,15129.8012999339,2.70769511869015,13.916601233841,23.0487575938299,33.7531738864351,2.96438353851642,14.0118002396071,24.1384737453291,33.77379845848,1.36700787401575,6.83503937007874,10.936062992126,17.0875984251969
3569868.3996651,3043954.80478277,60915.3348306679,3530.80628702768,4.45065480250315,14.6221766866543,22.3325614895528,31.1515846126969,4.78923664707662,15.803782592758,22.7323224128034,31.6953039030542,2.05051181102362,6.83503937007874,10.936062992126,15.7205905511811
2372968.21882358,3657153.90092984,315303.18522976,18832.5319295423,3.93550866494954,14.9370922393575,24.0787238449903,32.8251494425771,4.63380769696072,15.1282448742491,24.0188330932848,32.2727507851651,2.05051181102362,7.51854330708661,12.3030708661417,17.0875984251969
599392.913436025,823815.380996597,56792.5312695512,6494.17244757223,6.47014043698157,12.0753797689016,22.4930683434547,32.5551364407415,8.22158274523984,12.6085481830063,23.1142493592324,32.6012856470281,2.05051181102362,6.15153543307087,10.936062992126,16.404094488189
1625441.95593506,223003.7009116,12137.7963480516,2423.65694767167,1.30973050422892,14.245337662278,23.8375475938036,32.9431660933681,2.74249863363756,14.74551282641,23.8237897178575,33.2257489469891,0,6.83503937007874,12.3030708661417,16.404094488189
5128869.73748866,380840.419652588,10126.6147637387,1513.48059647213,3.02793408754476,12.8962134413831,22.7683342092234,34.4617095181698,3.19795878579071,13.2519071952073,22.720460242816,34.575699086841,1.36700787401575,6.15153543307087,11.6195669291339,17.0875984251969
4480650.30791008,862573.092992687,6235.82751117013,7936.62186651506,4.03065618506346,13.5776134845309,24.1391376708411,35.1958469460184,4.35565455336563,13.9127844329707,23.6682610437534,35.4203827926696,2.05051181102362,6.15153543307087,12.3030708661417,18.4546062992126
4535160.49675935,855239.044530731,39165.6070995058,4582.94161653551,3.78412188271085,15.3777281445214,22.0395725002581,34.0206347928501,4.53218807691371,17.1006362408831,22.8609819021125,34.1421726492857,2.05051181102362,5.46803149606299,10.936062992126,17.0875984251969
4502095.6138739,6395842.85455751,277902.263524156,10878.0267624033,5.3337643167941,15.7508438458802,23.5941841171517,33.4056431907842,5.55957684463211,15.7097693980432,22.6431918054168,33.2313606279319,2.7340157480315,8.20204724409449,12.3030708661417,17.0875984251969
3734782.46227025,375731.896667239,2117.68927881645,5.0885833406551,4.46685911476491,17.5578206112836,19.6746124341964,38.2108050134264,5.84958706324452,19.2405690720121,20.290207520959,40.2077095728517,1.36700787401575,9.56905511811024,10.2525590551181,18.4546062992126
3611608.94401412,3358479.56650225,37143.0948106691,1236.02227754769,3.77843867198302,17.1471948180608,24.4508714544369,33.3841781226895,3.98640985514187,18.4144142555772,23.4294797239892,35.2862627267682,1.36700787401575,8.88555118110236,12.9865748031496,16.404094488189
1750458.98522708,5304961.61902503,113080.571398061,13350.0500931111,4.87026449062707,14.8855324905502,23.4634828147148,33.5311413199035,6.26958783899319,14.8673189527997,23.3570903247002,33.8329366526297,2.05051181102362,7.51854330708661,12.3030708661417,16.404094488189
3635151.60742465,5443152.31896809,131619.454294689,8590.49306113324,4.63765847323653,14.8495752970412,22.6507870934705,34.144344753997,5.52296757230717,14.9519103985342,21.8048033328739,33.4003688831056,2.05051181102362,7.51854330708661,11.6195669291339,17.0875984251969
4596370.39225256,177205.412464899,1441.63960638203,512.329730780009,1.58436325493273,16.8508315159757,23.8053588461949,34.922811956353,2.41191105891522,19.6301416816128,23.8543266091373,34.828576521259,0,7.51854330708661,12.3030708661417,18.4546062992126
7302100.82503733,1932171.07881218,10960.6806207077,205.575119251348,5.84600881426061,14.4310812295644,23.404384230244,35.4531008747629,7.08721828282019,16.0523269914147,22.94241917906,34.8273650159304,2.7340157480315,6.15153543307087,12.9865748031496,18.4546062992126
3028349.69789385,1942696.57350936,152264.823113705,976.579308744275,3.61736708881121,14.5221657037934,22.4700376074442,34.9687535212646,4.42852527189047,14.8853750743813,22.9495719170267,33.5763191970235,1.36700787401575,6.83503937007874,11.6195669291339,17.7711023622047
1118508.87618738,948636.720837618,20321.0927088208,3783.29444924925,5.66092881837753,12.6460094394875,22.5634080805357,33.2100167952432,5.78276181341132,13.5388640088394,23.8108201306244,33.1831361001925,0,6.15153543307087,10.936062992126,16.404094488189
4999168.38004756,534564.612865252,20819.1443481167,597.652716808412,2.12978863357955,13.7641285089602,22.2189133111056,32.4760165759751,3.04640802468116,14.1120249123698,22.5189531733599,32.6935765398063,0.683503937007874,6.83503937007874,10.936062992126,16.404094488189
5494540.95502685,217935.597767768,6542.02444835029,64.4469958886694,2.08030492972024,14.3486211548793,21.890834940846,36.7254234311229,2.87085328759808,14.6040706788889,22.1390169139877,36.8897086634692,0.683503937007874,6.83503937007874,10.936062992126,18.4546062992126
4148405.92309754,3822143.79905944,74794.5191605176,2226.1834898551,3.85994016063284,14.4843014402136,24.3621533205578,33.3596919388665,5.30870368588118,14.5776081716816,26.3070202866506,33.4336181733691,1.36700787401575,7.51854330708661,12.3030708661417,17.7711023622047
3270995.90842584,1534939.91990337,94707.0150320054,8224.81146707019,3.3785949362387,14.1841030660711,23.4053421115503,32.3419706937925,4.59046342758615,14.381963446787,24.159763041784,32.2384501005328,1.36700787401575,6.83503937007874,11.6195669291339,16.404094488189
3496739.7555833,1272331.43823744,78346.659192321,1259.96479060603,3.99437610565223,14.2426506314655,22.2959590141348,33.1463021253035,4.53720334481621,14.4957551759101,22.0266251096268,32.6548053188584,2.05051181102362,7.51854330708661,11.6195669291339,17.0875984251969
2173962.00623312,1887550.02579789,50069.4746156378,6171.15892987256,3.67336803989627,13.7589419532334,23.2989759233766,33.3633032934974,3.95951517482937,13.9347770939918,25.3505704064675,33.0192986340776,2.05051181102362,6.83503937007874,11.6195669291339,16.404094488189
4987955.03682287,686412.194849245,31970.8366100834,4302.53951713728,4.34947190166055,12.9205308087589,26.2347263910325,33.1489996363675,5.5741713740585,16.0280631770491,26.6971234549939,33.7966071208605,1.36700787401575,6.15153543307087,12.9865748031496,16.404094488189
9906667.83171899,730038.821636281,4286.62195386392,573.751241119722,2.97035620021255,14.0503020822571,22.8386398621224,31.4198513913774,3.61587464333509,16.2628386278552,23.9556530973912,31.4175233799699,1.36700787401575,6.15153543307087,10.936062992126,15.7205905511811
4724799.51642362,1213082.96323462,75365.8235231611,1151.13491117177,5.83594417721436,12.1228289117964,23.5719464866108,32.6342408807738,6.2073234746798,12.1319007757621,23.2798592045783,31.6332970588602,2.7340157480315,6.15153543307087,11.6195669291339,17.0875984251969
8018738.99138883,4424694.06797968,225057.646531456,28322.4997710732,3.94699077180933,14.8317735642847,25.0333366927384,34.9701969327883,4.73684040360941,14.8737356335373,26.0860464331471,36.478679444266,2.05051181102362,7.51854330708661,12.9865748031496,16.404094488189
4945336.01133208,1380303.73583573,60239.3974446938,2624.70665603165,4.37975248451534,13.9367792176215,22.4203845928316,32.6633773930969,5.35787164091123,16.0306763685798,23.0029114275169,32.4138285764346,2.05051181102362,6.83503937007874,11.6195669291339,16.404094488189
3382908.26597684,1878980.04592594,65323.84916431,3222.53418350777,6.28314808862482,12.874367849886,22.8856446562315,33.5435504934612,5.76131563423622,13.0327737319649,23.2278420748403,33.3120404113132,4.10102362204724,6.15153543307087,11.6195669291339,17.0875984251969
5219640.21279468,674146.927105404,12411.5338100753,1331.96419488842,4.09293578540264,13.5809471651158,20.7899140311789,32.3063372889979,5.00761022372976,13.7331728878986,22.0471613374662,33.2195786192798,2.05051181102362,6.83503937007874,10.2525590551181,15.7205905511811
5169404.50288833,2654945.55221602,29291.3947149191,2171.2532672732,4.55076963316749,14.2147416829521,27.3348608470886,30.5414463337459,5.04051881939222,14.2082424096191,27.7094201348125,30.3166113320548,2.05051181102362,6.83503937007874,13.6700787401575,15.0370866141732
6938214.10463721,1138398.7465269,42266.6078485354,6848.54400431722,3.96401483997583,12.6943302756548,21.9334253141765,32.9655054624111,4.98849852611678,13.8715665365194,22.7964390512409,33.0329939962493,2.05051181102362,6.15153543307087,10.936062992126,16.404094488189
6752420.25228098,1711239.07696607,102931.030786413,4984.84613237804,5.42427434629437,14.0791061599379,25.0340155760804,32.3061584859153,5.72470129858325,14.1866151842238,27.0090324117865,32.3965566086352,2.05051181102362,6.83503937007874,11.6195669291339,15.7205905511811
4850802.08543006,1414294.43502031,110881.012015342,8905.44421123044,7.06763737842015,12.527070751475,23.5528948427415,32.1334510088205,6.81239136678242,14.7390707931591,23.6543313963899,31.7426732826562,4.10102362204724,6.15153543307087,11.6195669291339,16.404094488189
3500012.95610783,4024365.19971134,234127.846446076,9307.99020245674,3.50319107475126,15.3633236243207,22.5706084783025,33.4774573376569,5.24297535557734,15.2326663103322,22.2174270968251,34.0016233935531,0,8.20204724409449,11.6195669291339,16.404094488189
4046518.39301908,2206503.29858527,66264.1680391622,4995.88406217955,6.73113499266957,17.4959023878055,24.704373029452,30.6631764171202,7.5578414065533,18.1083957196966,24.9389902445544,31.101683936076,3.41751968503937,8.88555118110236,11.6195669291339,15.0370866141732
3162588.22795943,756037.598299199,11943.3135826931,5597.09500969548,5.22571240194533,17.8929162171848,22.3221907335671,35.2538739207369,5.59531547949942,18.8658177504433,22.6915021097017,34.7063799354907,2.7340157480315,8.88555118110236,10.936062992126,17.7711023622047
7587101.63598376,2783810.30158378,149208.621147096,18128.9379946911,4.18082304794115,16.7884248476831,23.0695283457133,33.7895600567976,4.34083803410161,16.8882287065824,24.5675187743172,34.4784604162149,2.05051181102362,8.20204724409449,11.6195669291339,17.0875984251969
14161193.8664234,287762.745337133,17771.5070799112,1194.93522593003,2.80193396940083,14.4098542531128,21.4636907660614,35.6764075898418,3.50213374361201,14.507054736147,21.6363747518696,35.5035507536359,1.36700787401575,7.51854330708661,10.936062992126,18.4546062992126
5188935.04441693,2701166.2984929,70117.9744913901,7273.38283526965,4.73173795524679,16.4935095796099,23.6610468143767,32.2197484197689,5.05696470042967,16.9749377533727,25.4758852928504,33.2120508981694,2.7340157480315,8.20204724409449,11.6195669291339,16.404094488189
759347.445562005,2358695.73282758,76479.7659795501,5281.36134013639,3.69387304075222,16.3006359040418,21.694549719891,35.2099115618898,5.21404332412667,16.2504199440351,22.1400177962908,34.4404011247409,1.36700787401575,8.20204724409449,10.936062992126,17.7711023622047
793084.001708988,5526203.98454286,291569.626065034,44265.2809625409,4.34556909851379,17.3096623586578,22.202243602667,34.9771997024212,5.55754262299719,17.4063446781829,21.5901315869386,35.976850767001,2.05051181102362,8.88555118110236,11.6195669291339,17.0875984251969
3813470.97445962,2394984.41430696,319693.850351523,4684.39010422133,6.808179089329,15.9255169352083,26.2284668714008,30.0978279042394,6.76097824142838,15.8610114018627,27.3409424082186,29.8037704458421,3.41751968503937,8.20204724409449,14.3535826771654,15.0370866141732
8520258.13743291,1915393.62132502,252337.290679771,45327.4133719707,5.68489751744063,13.3865094228879,23.4389081863829,33.4257415882129,5.87458363024822,13.4756680159737,23.6258638927884,32.3277503748553,2.7340157480315,6.83503937007874,10.936062992126,16.404094488189
7258485.13929712,513785.868296542,82449.0898061695,7086.31912081681,5.42939797353341,12.1077915216263,22.3070938014109,34.3693361170829,6.19611596475859,13.7264194543923,22.9039111880912,34.5297613130154,2.7340157480315,5.46803149606299,10.936062992126,17.0875984251969
5123435.8591901,1065532.81416765,62993.1499135587,19951.0602232013,4.25866988779773,15.9273908423165,22.9667221354776,33.6954811320924,4.90357524466541,16.1054179610063,23.8694759543188,34.7064407297372,2.05051181102362,8.20204724409449,10.936062992126,17.0875984251969
6921298.89286053,2009127.65587952,302987.347484982,12088.8171114679,3.46608777721121,17.704954031763,22.7076615631897,34.7904042644183,4.778941141865,18.3658851444854,22.5231789075495,34.9172160022914,2.05051181102362,9.56905511811024,11.6195669291339,17.0875984251969
8406025.45641653,1042650.73657854,79733.3828925402,8882.42893572582,4.01728280624066,12.2890574147946,23.117492106947,34.0040939868,4.31645041093703,14.3296538870284,23.2315467727599,33.9608630580937,2.05051181102362,6.15153543307087,11.6195669291339,17.0875984251969
477872.055915401,804908.91191549,177393.462635051,13699.4562947824,6.51398073775747,14.3064441087125,22.2615269834025,31.6509736937811,6.69669896874903,14.8896537572355,22.5688367827117,30.979690583648,0,6.83503937007874,10.936062992126,16.404094488189
2062281.68062407,585784.053783495,80580.9505423183,10459.6577277336,5.5989345816548,17.4113124763123,24.2473258292777,33.0099412896605,5.03956830680335,18.5050104182735,24.3422012713195,32.3178212385016,3.41751968503937,8.88555118110236,10.936062992126,17.7711023622047
6278180.99223288,829433.035626841,221876.425926153,4050.03816570767,5.02205230794566,14.2159284203649,23.7197020043916,32.6339637716965,5.35001388721561,14.9018760382981,23.4284782345093,32.4811245996502,2.7340157480315,6.15153543307087,12.3030708661417,16.404094488189
6448033.47564769,2602857.5540084,80775.3351319863,3348.05626981174,3.42403759897933,16.1506518875517,26.7466955313431,33.2042988208831,4.2032294906734,16.739591141231,28.6127692362691,34.3203347100578,1.36700787401575,8.20204724409449,12.3030708661417,17.7711023622047
4847874.53241386,248075.08655861,14428.3902859908,4148.8499241881,4.37064324559833,15.2221675005929,22.2938807794922,33.6547712386512,6.63792312089562,15.927084011295,22.8671047891497,33.6157581455591,2.05051181102362,7.51854330708661,10.936062992126,17.0875984251969
6194518.44638318,1059318.04253516,97271.0018711562,9198.12698855156,2.74285829844552,14.6174233092712,25.1603878899655,33.4228738861421,3.56628710268709,14.7897298690385,25.2871664559475,33.4745056668435,1.36700787401575,7.51854330708661,12.9865748031496,15.7205905511811
859425.970146933,827246.632875432,45791.0042763634,2088.78283434313,2.54926245841188,17.3955158597041,21.2891699158065,34.7050814184664,3.9635908709292,17.8506419841862,21.0569323973206,35.2117180627087,0,9.56905511811024,10.936062992126,17.0875984251969
14216063.4966914,942303.94272822,22287.042093517,3039.20485790562,3.24102108200069,13.9300073810451,22.8755042303866,32.2793344658781,3.43422294415046,14.6415045832387,23.8865574844724,33.2456151100844,1.36700787401575,6.83503937007874,11.6195669291339,15.7205905511811
4532062.1761411,609958.63763293,57146.4169135122,2091.25893043975,5.04408139598611,14.3614872089577,22.7223939236481,30.9504248306353,5.39887704883337,15.8787816068359,22.7907724652549,30.6079741543547,2.7340157480315,6.83503937007874,11.6195669291339,15.7205905511811
4731116.58584161,1531215.00705834,191259.126407618,15098.1937803771,4.40177788444893,14.1095667640507,22.9859686376524,34.6008840531859,5.22848052774828,15.3987881848768,23.4359717615631,34.6433757560445,2.05051181102362,9.56905511811024,11.6195669291339,17.7711023622047
5259861.0221889,548426.371086396,44761.6400051242,3369.46082884808,3.28703080724401,17.8742838219545,21.4478228758586,36.8126176455914,3.18777127612209,18.2229514011948,22.6090300934017,37.2392118846751,2.05051181102362,9.56905511811024,10.936062992126,18.4546062992126
3568632.43406631,893489.871142155,234727.857576755,16506.1881983524,4.33044739801562,16.1490503604536,24.1927211294876,31.9985225160223,4.48183112344433,16.0480382862231,24.0239546418654,31.7542847532933,2.05051181102362,8.88555118110236,12.3030708661417,15.7205905511811
4047429.65403648,1022392.95083541,263640.132020865,8394.64816526329,5.30021966901962,13.9062115962637,24.9560427310887,32.2488687043118,5.98763211333256,14.1546343442859,25.1369098149342,31.0262934455112,2.7340157480315,6.83503937007874,12.9865748031496,17.7711023622047
2252744.732991,2853171.77792687,113668.818143535,9552.53880603113,4.47543956817221,15.4301377351907,21.7129854230822,34.6951505488381,5.24685982544977,16.7986140698408,22.9933997169057,34.5683173835035,2.05051181102362,7.51854330708661,10.936062992126,17.7711023622047
3143082.0245835,153099.613848783,85996.2505622347,3472.20060294574,4.45544838572093,17.3170581552698,24.8975380313794,34.0250981655935,4.83694463555512,16.6078415855867,25.7493211961677,33.8968753685054,2.05051181102362,8.88555118110236,12.3030708661417,17.0875984251969
1771804.06610222,6557226.02820098,59115.1022534714,15961.9562816879,4.06878257997223,16.5230170803005,26.8062386836131,34.3866030038229,4.45658406850224,16.830298638247,26.2892657932633,35.7733209760778,2.05051181102362,8.20204724409449,14.3535826771654,17.7711023622047
601586.430205483,4247889.33143493,27535.4196233754,17685.8934400725,4.86501827166236,16.0844580246827,21.6493359095244,33.2616917367847,5.43047866757546,16.2223132467255,22.3419155180009,33.3048969839921,2.05051181102362,8.20204724409449,10.936062992126,17.0875984251969
411343.071217184,3390865.0405785,61712.6209614084,3481.96542603295,6.18917124644751,15.5074115409612,21.8398753697233,35.3031106066736,6.73182734825022,16.1959699137391,22.1314353584385,34.8051618027311,3.41751968503937,7.51854330708661,10.936062992126,17.7711023622047
9587948.50010731,3266989.30305212,154946.934261386,6953.76682349606,4.8119170546194,15.2447349655593,22.2208479683631,35.56573673675,5.2471638096617,14.8823490015174,22.1592183603136,37.4183091151275,2.05051181102362,8.20204724409449,10.936062992126,17.7711023622047
1740678.12970995,802277.795454956,35227.9784044632,2589.51029370308,6.06644501482605,13.7155349023176,22.7775280365641,34.5095328528738,6.99464866011563,14.1902839168607,22.7990318363479,34.556433222409,2.05051181102362,6.83503937007874,11.6195669291339,17.7711023622047
1798751.23018372,4096528.3817791,166881.813998239,3128.90237948696,6.01583220202169,16.7045252809606,23.8734751367776,32.74337644679,6.6960050956611,16.6429113312216,23.8703920249117,33.0345948069256,2.7340157480315,8.20204724409449,11.6195669291339,17.0875984251969
3764389.22105178,1887087.1512829,107386.825415407,5553.2199155019,4.16734156226953,15.9796082039453,24.7919661035944,34.6803204856086,4.80978255232708,16.3867356401328,25.3970803850333,35.3818674546821,2.05051181102362,8.20204724409449,12.9865748031496,17.0875984251969
7045519.17577682,3781124.2915633,575215.672370403,3656.67519960965,4.29981643973312,16.5615274186482,24.0025306663439,33.2407482640242,4.82132441943411,16.5356226010261,24.4865584582431,32.9276579734335,1.36700787401575,8.20204724409449,12.3030708661417,17.0875984251969
2556631.85454788,2344016.6628724,23356.8890256527,5113.19406681195,4.25347974978435,14.3821530928399,26.4149336395945,33.1459737185381,6.0224204197391,14.8388679433717,28.1139273446846,34.7496179041498,2.05051181102362,6.83503937007874,12.9865748031496,17.0875984251969
3620923.6162449,6731484.54886786,49804.852321217,28254.9675446664,4.23545209262408,16.7213050978799,24.3163560768499,34.5742931533117,5.72051587469054,16.8524798058071,23.2013441466358,35.2408007805672,2.05051181102362,8.20204724409449,12.9865748031496,17.0875984251969
1723016.21592441,4713366.31942335,117061.893257054,11726.1923116082,4.4911222586454,14.7776890134972,23.8878584578979,34.9109993325103,4.36519685360767,14.9179919300532,23.9714005964909,36.8299198238545,0,7.51854330708661,11.6195669291339,17.0875984251969
7027664.40265741,3842771.83278541,131468.825252898,4955.93893454986,3.44023233604912,15.5088185073661,22.6539523403401,32.925771961195,3.91782643043874,14.9711204304763,24.0134828635732,34.3040324463923,1.36700787401575,8.88555118110236,10.936062992126,16.404094488189
6035203.21279256,2578134.62055204,185433.691905291,5997.61773277067,2.74189795701591,15.7426217227882,22.4282184821255,33.4348391819526,3.2634272614856,15.9609567168666,22.4179849314302,34.0499516519562,1.36700787401575,8.20204724409449,11.6195669291339,17.7711023622047
4019703.44108983,1657427.40351804,92952.272410241,2984.37786855881,1.40083264244784,13.7195814010038,23.7958277598868,32.3073879552994,2.05869696301646,13.6150731665786,24.1630666995695,32.8949755184444,0,6.83503937007874,11.6195669291339,16.404094488189
19445818.8556562,7096679.88376198,46102.4780581948,13233.526205905,1.54788637737779,16.2274827844099,25.9434462463542,34.673715767836,1.78352521134396,16.3936390562484,24.6980396367283,35.6189220089961,0,8.20204724409449,13.6700787401575,17.7711023622047
6221887.61506507,994281.829109461,114736.506550632,824.192233750908,2.38062115775691,17.4734463134535,23.9253892703416,33.7090796923576,3.58680340114933,18.4741219675601,22.9117922009977,33.0183540615312,0,8.20204724409449,12.3030708661417,17.7711023622047
1534477.91466744,7956694.83850335,130276.327752612,28227.0682210453,1.78334657606371,16.4164830373428,26.9484615115056,32.8840494873536,2.99501401571526,16.5532021324709,26.3859650456488,33.3638716732865,0,8.20204724409449,13.6700787401575,15.7205905511811
4234680.85609681,4384729.23972819,135898.120708312,10284.3822311371,1.49564839412739,15.7872162708896,24.0773649798102,31.2590702332199,2.21947254205873,15.7695807568931,24.2914675963565,30.9960054066036,0,8.20204724409449,12.3030708661417,15.7205905511811
5517828.0436714,7647694.93836595,90744.0315237209,17607.1386638334,2.69520363841198,15.6527927081241,24.2617987839026,35.7382722870306,3.34930813208031,16.3400997442152,24.6575179911035,36.4975892157809,0,8.20204724409449,11.6195669291339,18.4546062992126
2528348.35868696,8407784.40937636,16060.1594758386,16228.1947447367,3.69779011164929,15.6192047353886,22.7679313613442,33.4392713503965,4.03644437494006,15.6597012316096,24.211178693677,33.8030094855058,1.36700787401575,7.51854330708661,10.936062992126,16.404094488189
9715909.18784955,636857.542017205,26597.5357137207,4719.56145337015,4.25514338772145,15.6382566494793,23.7581712051903,35.5153483843128,4.4705676126694,15.4241836663209,25.7227316791303,36.4599776582285,2.05051181102362,8.20204724409449,12.3030708661417,18.4546062992126
